id,type,src,dst,app,latency,message,ctime,size,buffer
38,LINK,53,2,SimpleCase,1.038866,M.L2,204.196170539,38866,40
45,LINK,42,2,SimpleCase,1.03112,M.S2,204.37985136585365,31120,40
45,LINK,42,2,SimpleCase,1.026794,M.S2,204.37985136585365,26794,41
45,LINK,42,2,SimpleCase,1.014096,M.S2,204.37985136585365,14096,42
45,LINK,42,2,SimpleCase,1.01526,M.S2,204.37985136585365,15260,43
45,LINK,42,2,SimpleCase,1.059757,M.S2,204.37985136585365,59757,44
45,LINK,42,2,SimpleCase,1.033266,M.S2,204.37985136585365,33266,45
30,LINK,52,2,SimpleCase,1.025878,M.D2,204.58196999999998,25878,46
30,LINK,52,2,SimpleCase,1.05997,M.D2,204.58196999999998,59970,47
39,LINK,53,2,SimpleCase,1.025982,M.M2,205.215611961,25982,40
39,LINK,53,2,SimpleCase,1.019438,M.M2,205.215611961,19438,41
43,LINK,43,2,SimpleCase,1.016275,M.Q2,205.5634881904762,16275,40
43,LINK,43,2,SimpleCase,1.0396,M.Q2,205.5634881904762,39600,41
43,LINK,43,2,SimpleCase,1.026772,M.Q2,205.5634881904762,26772,42
43,LINK,43,2,SimpleCase,1.00947,M.Q2,205.5634881904762,9470,43
43,LINK,43,2,SimpleCase,1.040691,M.Q2,205.5634881904762,40691,44
36,LINK,46,2,SimpleCase,1.007699,M.J2,205.60997022222222,7699,44
36,LINK,46,2,SimpleCase,1.039507,M.J2,205.60997022222222,39507,45
36,LINK,46,2,SimpleCase,1.057263,M.J2,205.60997022222222,57263,46
36,LINK,46,2,SimpleCase,1.049748,M.J2,205.60997022222222,49748,47
33,LINK,48,2,SimpleCase,1.040809,M.G2,206.05770176595743,40809,44
33,LINK,48,2,SimpleCase,1.007489,M.G2,206.05770176595743,7489,45
40,LINK,53,2,SimpleCase,1.028663,M.N2,206.233128023,28663,42
40,LINK,53,2,SimpleCase,1.012338,M.N2,206.233128023,12338,43
40,LINK,53,2,SimpleCase,1.054303,M.N2,206.233128023,54303,44
40,LINK,53,2,SimpleCase,1.001103,M.N2,206.233128023,1103,45
40,LINK,53,2,SimpleCase,1.013323,M.N2,206.233128023,13323,46
40,LINK,53,2,SimpleCase,1.055542,M.N2,206.233128023,55542,47
40,LINK,53,2,SimpleCase,1.049329,M.N2,206.233128023,49329,48
40,LINK,53,2,SimpleCase,1.017538,M.N2,206.233128023,17538,49
49,LINK,40,2,SimpleCase,1.049702,M.W2,206.2356707948718,49702,50
49,LINK,40,2,SimpleCase,1.030799,M.W2,206.2356707948718,30799,51
44,LINK,53,2,SimpleCase,1.045357,M.R2,207.28445075200003,45357,41
44,LINK,53,2,SimpleCase,1.047074,M.R2,207.28445075200003,47074,42
44,LINK,53,2,SimpleCase,1.027506,M.R2,207.28445075200003,27506,43
44,LINK,53,2,SimpleCase,1.05254,M.R2,207.28445075200003,52540,44
44,LINK,53,2,SimpleCase,1.012847,M.R2,207.28445075200003,12847,45
44,LINK,53,2,SimpleCase,1.058828,M.R2,207.28445075200003,58828,46
44,LINK,53,2,SimpleCase,1.051328,M.R2,207.28445075200003,51328,47
37,LINK,45,2,SimpleCase,1.002462,M.K2,207.63541554545455,2462,46
37,LINK,45,2,SimpleCase,1.040312,M.K2,207.63541554545455,40312,47
37,LINK,45,2,SimpleCase,1.032049,M.K2,207.63541554545455,32049,48
37,LINK,45,2,SimpleCase,1.014961,M.K2,207.63541554545455,14961,49
50,LINK,39,2,SimpleCase,1.048283,M.X2,207.73192915789474,48283,48
50,LINK,39,2,SimpleCase,1.006666,M.X2,207.73192915789474,6666,49
46,LINK,53,2,SimpleCase,1.028274,M.T2,208.28790434900003,28274,46
46,LINK,53,2,SimpleCase,1.001374,M.T2,208.28790434900003,1374,47
46,LINK,53,2,SimpleCase,1.003452,M.T2,208.28790434900003,3452,48
47,LINK,53,2,SimpleCase,1.007553,M.U2,209.33447328500003,7553,38
